ID,Code,Subject,School,classroom,course,schedule,Professor ,Professor Email,gender,RequiredSubject,TypeOfSubject,students,required,in-class subject
161,S4-10-161,American Literature,University of New Mexico,C_1,4,3:00 PM,Alan Shields,Alan_Shields6315@bauros.biz,Male,S3-4-722,Core,45,TRUE,FALSE
162,S4-3-162,Ecology,Virginia Polytechnic Institute and State University,C_1,4,10:00 AM,Penny Attwood,Penny_Attwood5929@womeona.net,Female,S1-2-219,Core,51,FALSE,TRUE
163,S2-10-163,Sociology,University of Hawai,C_19,2,7:00 PM,Callie Dickson,Callie_Dickson8939@yahoo.com,Female,S4-5-749,Optional,18,FALSE,TRUE
164,S1-7-164,Resource Program,University of North Carolina,C_4,1,12:00 AM,Benjamin Avery,Benjamin_Avery7750@joiniaa.com,Male,S2-7-900,Core,51,TRUE,TRUE
165,S3-9-165,German,Northeastern University,C_14,3,4:00 PM,Julian Wilton,Julian_Wilton907@famism.biz,Male,S2-1-168,Core,27,TRUE,TRUE
166,S2-2-166,Trigonometry,Massachusets Institute of Technology,C_6,2,9:00 AM,Alba Nelson,Alba_Nelson5061@sveldo.biz,Female,S3-9-247,Interdisciplinary,20,FALSE,FALSE
167,S4-2-167,Grammar,University of California,C_9,4,3:00 PM,Elijah Leslie,Elijah_Leslie3808@bauros.biz,Male,S1-8-642,Optional,44,FALSE,FALSE
168,S2-1-168,Instrumental Music,Princeton University,C_19,2,7:00 PM,Danny Davies,Danny_Davies3545@dionrab.com,Male,S1-7-22,Core,43,FALSE,TRUE
169,S1-8-169,Spanish,University of Washington,C_2,1,1:00 PM,Ryan Thatcher,Ryan_Thatcher7437@twace.org,Male,S1-2-685,Core,51,TRUE,FALSE
170,S3-7-170,History,University of Chicago,C_2,3,6:00 PM,Chuck Reyes,Chuck_Reyes4070@sheye.org,Male,S2-8-998,Core,20,TRUE,TRUE
171,S1-1-171,Music,University of Washington,C_7,1,1:00 PM,Carter Noach,Carter_Noach9371@grannar.com,Male,S1-6-497,Core,13,FALSE,TRUE
172,S2-9-172,LOGIC,Case Western Reserve University,C_2,2,1:00 PM,Caleb Thomson,Caleb_Thomson7475@muall.tech,Male,S3-9-430,Core,14,TRUE,FALSE
173,S4-10-173,Music,University of Wisconsin-Madison,C_1,4,7:00 PM,Rae Brown,Rae_Brown9771@iatim.tech,Female,S2-8-889,Core,48,TRUE,TRUE
174,S4-7-174,Art,Boston University,C_12,4,8:00 PM,Nathan Ogilvy,Nathan_Ogilvy8009@atink.com,Male,S2-6-114,Optional,24,TRUE,FALSE
175,S1-3-175,Physical Education,University of Southern California,C_16,1,8:00 PM,Hannah Doherty,Hannah_Doherty586@sveldo.biz,Female,S2-2-88,Optional,34,FALSE,FALSE
176,S2-6-176,Modern Literature,University of California,C_10,2,1:00 PM,Nick Stone,Nick_Stone100@tonsy.org,Male,S4-2-167,Core,20,TRUE,FALSE
177,S2-9-177,German,Yale University,C_16,2,2:00 PM,Owen Edwards,Owen_Edwards5117@famism.biz,Male,S2-6-937,Core,19,FALSE,FALSE
178,S3-8-178,Basic Math,Purdue University,C_14,3,5:00 PM,Jocelyn Eastwood,Jocelyn_Eastwood1251@eirey.tech,Female,S1-1-695,Core,17,FALSE,TRUE
179,S1-5-179,Grammar,University of Pittsburgh,C_8,1,12:00 AM,Peyton Neal,Peyton_Neal1746@yahoo.com,Female,S1-4-198,Core,24,TRUE,TRUE
180,S2-10-180,Physical Education,Boston College,C_2,2,11:00 AM,Stacy Durrant,Stacy_Durrant9394@hourpy.biz,Female,S1-6-959,Optional,48,FALSE,FALSE
181,S2-7-181,Instrumental Music,Rensselaer Polytechnic University,C_13,2,8:00 AM,Lindsay Sinclair,Lindsay_Sinclair1738@cispeto.com,Female,S3-1-754,Core,38,FALSE,FALSE
182,S4-3-182,Modern Literature,University of California,C_15,4,5:00 PM,Javier Quinn,Javier_Quinn5454@elnee.tech,Male,S4-2-35,Core,32,FALSE,TRUE
183,S3-7-183,Economics,University of Utah,C_19,3,6:00 PM,Barney Nicholls,Barney_Nicholls8878@ovock.tech,Male,S1-8-725,Core,17,FALSE,TRUE
184,S4-6-184,German,University of Colorado,C_8,4,10:00 AM,Anthony Murray,Anthony_Murray9595@kideod.biz,Male,S1-8-153,Core,52,FALSE,TRUE
185,S1-8-185,Art,The New School,C_12,1,3:00 PM,Havana Baldwin,Havana_Baldwin3407@bauros.biz,Female,S1-2-595,Core,12,FALSE,TRUE
186,S1-10-186,Dramatics,Northwestern University,C_4,1,3:00 PM,Mark Roman,Mark_Roman6637@qater.org,Male,S1-5-668,Interdisciplinary,36,TRUE,FALSE
187,S3-1-187,Accounting,Howard University,C_6,3,8:00 PM,Julian Wilton,Julian_Wilton907@famism.biz,Male,S1-6-514,Core,29,TRUE,TRUE
188,S2-4-188,Leadership,The University of Arizona,C_18,2,9:00 AM,Logan Phillips,Logan_Phillips4342@gompie.com,Male,S1-6-637,Core,47,FALSE,TRUE
189,S4-5-189,Instrumental Music,University of Minnesota,C_9,4,5:00 PM,Judith Taylor,Judith_Taylor7576@nickia.com,Female,S1-5-964,Core,59,TRUE,FALSE
190,S4-9-190,History,Stony Brook University,C_7,4,1:00 PM,Angelica Glynn,Angelica_Glynn1524@twipet.com,Female,S1-3-748,Core,54,TRUE,TRUE
191,S2-9-191,Latin,University of Illinois at Urbana-Champaign,C_17,2,3:00 PM,Victoria Stanley,Victoria_Stanley2925@guentu.biz,Female,S1-7-130,Core,31,FALSE,TRUE
192,S3-10-192,Spanish,University of California,C_11,3,8:00 AM,Lucas Morley,Lucas_Morley3449@hourpy.biz,Male,S2-7-181,Interdisciplinary,44,FALSE,FALSE
193,S1-1-193,LOGIC,University of California,C_4,1,9:00 AM,John Bell,John_Bell1697@supunk.biz,Male,S1-8-124,Interdisciplinary,22,TRUE,FALSE
194,S1-9-194,Earth Science,The University of Arizona,C_6,1,6:00 PM,Bart Eddison,Bart_Eddison2620@liret.org,Male,S4-4-770,Core,39,TRUE,TRUE
195,S4-9-195,Language Arts,Texas A&M University,C_19,4,11:00 AM,Bryce Adams,Bryce_Adams2925@deons.tech,Female,S2-7-309,Interdisciplinary,57,FALSE,FALSE
196,S3-6-196,Economics,University of Texas Dallas,C_11,3,4:00 PM,Cristal Paterson,Cristal_Paterson9824@sheye.org,Female,S3-8-635,Core,19,TRUE,TRUE
197,S1-6-197,Mathematics,Florida State University,C_17,1,4:00 PM,Moira Wren,Moira_Wren7997@nimogy.biz,Female,S4-6-310,Core,48,TRUE,FALSE
198,S1-4-198,Accounting,Washington State University,C_4,1,8:00 PM,Emmanuelle Ellis,Emmanuelle_Ellis5148@eirey.tech,Female,S1-6-795,Core,43,TRUE,FALSE
199,S4-1-199,Economics,University of Virginia,C_20,4,2:00 PM,Nathan Trent,Nathan_Trent1849@womeona.net,Male,S4-9-467,Core,22,FALSE,FALSE
200,S1-2-200,Geography,Princeton University,C_8,1,6:00 PM,Kurt Watson,Kurt_Watson6837@nanoff.biz,Male,S1-8-802,Core,53,TRUE,TRUE
201,S2-7-201,Handwriting,Clark University,C_4,2,2:00 PM,Chris Chapman,Chris_Chapman5448@jiman.org,Male,S2-7-520,Core,31,FALSE,FALSE
202,S1-4-202,Economics,Georgetown University,C_9,1,8:00 PM,Josephine Baldwin,Josephine_Baldwin5571@gmail.com,Female,S3-1-105,Core,15,TRUE,FALSE
203,S2-2-203,Grammar,University of Texas Dallas,C_16,2,8:00 PM,Shannon Robertson,Shannon_Robertson2063@deons.tech,Female,S2-5-26,Interdisciplinary,18,TRUE,FALSE
204,S1-10-204,Music,Michigan State University,C_14,1,7:00 PM,Eryn Collingwood,Eryn_Collingwood7116@typill.biz,Female,S2-3-593,Core,49,FALSE,FALSE
205,S3-3-205,Spanish,University of Michigan,C_12,3,6:00 PM,Meredith Radley,Meredith_Radley8627@bretoux.com,Female,S4-7-524,Core,58,TRUE,TRUE
206,S3-6-206,French,University of Rochester,C_19,3,1:00 PM,Isabel Hobbs,Isabel_Hobbs8329@twace.org,Female,S4-10-297,Core,28,TRUE,FALSE
207,S1-7-207,Modern Literature,Wake Forest University,C_8,1,11:00 AM,Candace Parker,Candace_Parker9819@joiniaa.com,Female,S4-1-953,Core,44,FALSE,TRUE
208,S1-4-208,Language Arts,University of North Carolina,C_9,1,8:00 PM,Goldie Robe,Goldie_Robe5166@zorer.org,Female,S4-4-898,Core,30,FALSE,FALSE
209,S3-6-209,Science,University of Maryland,C_13,3,6:00 PM,Noah Turner,Noah_Turner1306@deons.tech,Male,S2-9-77,Core,28,TRUE,FALSE
210,S4-5-210,Ancient Civilizations,New York University,C_6,4,11:00 AM,Teagan Olson,Teagan_Olson8023@deons.tech,Female,S3-9-599,Core,26,FALSE,FALSE
211,S1-2-211,Resource Program,New York University,C_7,1,9:00 AM,Carl Robinson,Carl_Robinson877@iatim.tech,Male,S2-9-191,Core,41,FALSE,FALSE
212,S1-8-212,Earth Science,University of Colorado Boulder,C_12,1,7:00 PM,Emery Larsen,Emery_Larsen1608@famism.biz,Female,S1-8-725,Core,57,TRUE,FALSE
213,S3-9-213,Basic Math,University of Colorado Boulder,C_3,3,2:00 PM,Penelope Truscott,Penelope_Truscott3533@nanoff.biz,Female,S4-7-956,Core,15,FALSE,TRUE
214,S2-8-214,Latin,Purdue University,C_16,2,4:00 PM,Daniel Bowen,Daniel_Bowen3069@gompie.com,Male,S1-10-373,Interdisciplinary,33,FALSE,TRUE
215,S4-10-215,Economics,Illinois Institute of Technology,C_2,4,3:00 PM,Benjamin Avery,Benjamin_Avery7750@joiniaa.com,Male,S3-9-262,Core,39,TRUE,TRUE
216,S4-1-216,American Literature,Massachusets Institute of Technology,C_12,4,8:00 AM,Catherine Johnson,Catherine_Johnson5632@gmail.com,Female,S2-6-144,Core,42,FALSE,TRUE
217,S1-7-217,Earth Science,Rutgers University - New Brunswick,C_15,1,7:00 PM,Victoria Trent,Victoria_Trent4993@bretoux.com,Female,S2-3-11,Core,46,TRUE,FALSE
218,S3-1-218,LOGIC,University of Kansas,C_5,3,5:00 PM,Caleb Carson,Caleb_Carson1715@elnee.tech,Male,S1-7-738,Interdisciplinary,19,TRUE,FALSE
219,S1-2-219,Ecology,University of Oklahoma,C_5,1,6:00 PM,Russel Kirby,Russel_Kirby5058@bauros.biz,Male,S3-4-277,Core,44,FALSE,FALSE
220,S2-4-220,Instrumental Music,University of Oklahoma,C_4,2,9:00 AM,Ema Jeffery,Ema_Jeffery4002@naiker.biz,Female,S3-1-337,Core,48,FALSE,TRUE
221,S1-5-221,Mathematics,University of Massachusetts Amherst,C_17,1,8:00 AM,Nate Scott,Nate_Scott7358@zorer.org,Male,S4-4-898,Core,33,TRUE,FALSE
222,S1-1-222,Music,Princeton University,C_13,1,12:00 AM,Elijah London,Elijah_London49@deons.tech,Male,S4-1-928,Optional,22,FALSE,FALSE
223,S3-1-223,Handwriting,University of Colorado Boulder,C_7,3,10:00 AM,Alan Ellery,Alan_Ellery4397@cispeto.com,Male,S4-1-739,Optional,16,FALSE,FALSE
224,S1-3-224,Accounting,Clark University,C_6,1,2:00 PM,Teagan Addison,Teagan_Addison2050@gmail.com,Female,S4-8-404,Core,44,TRUE,FALSE
225,S3-4-225,Design and technology,George Washington University,C_9,3,3:00 PM,Celia Bolton,Celia_Bolton1885@nimogy.biz,Female,S4-1-359,Core,55,FALSE,TRUE
226,S3-4-226,Speech,Indiana University Bloomington,C_19,3,2:00 PM,Louise Cox,Louise_Cox211@atink.com,Female,S3-3-205,Core,18,TRUE,FALSE
227,S3-6-227,Speech,Pennsylvania State University,C_18,3,6:00 PM,Isabella Emerson,Isabella_Emerson6324@yahoo.com,Female,S1-4-542,Optional,55,TRUE,TRUE
228,S2-2-228,Economics,University of Maryland,C_20,2,1:00 PM,Luke Bullock,Luke_Bullock9021@muall.tech,Male,S4-5-210,Core,30,TRUE,FALSE
229,S2-3-229,Art,University of Washington,C_13,2,6:00 PM,Jack Nurton,Jack_Nurton8511@kideod.biz,Male,S2-4-690,Core,40,TRUE,FALSE
230,S2-7-230,Art,Washington University in St. Louis,C_7,2,8:00 PM,Sadie Jobson,Sadie_Jobson3589@zorer.org,Female,S4-5-571,Core,18,FALSE,FALSE
231,S3-9-231,German,University of Miami,C_17,3,7:00 PM,Elly Hudson,Elly_Hudson6392@dionrab.com,Female,S2-5-562,Core,28,FALSE,FALSE
232,S3-3-232,Handwriting,University of Illinois at Urbana-Champaign,C_19,3,12:00 AM,Roger Atkinson,Roger_Atkinson9736@irrepsy.com,Male,S4-8-312,Optional,52,FALSE,TRUE
233,S1-9-233,Dramatics,University of Pennsylvania,C_11,1,4:00 PM,Adalind Curtis,Adalind_Curtis1709@iatim.tech,Female,S3-9-715,Core,19,TRUE,TRUE
234,S3-9-234,English IV,Wake Forest University,C_19,3,9:00 AM,Rose Parker,Rose_Parker3204@brety.org,Female,S2-9-448,Core,51,FALSE,FALSE
235,S1-5-235,English IV,Carnegie Mellon University,C_6,1,6:00 PM,Audrey Baldwin,Audrey_Baldwin3090@ubusive.com,Female,S3-2-952,Core,54,TRUE,TRUE
236,S1-5-236,Design and technology,Pennsylvania State University,C_5,1,8:00 PM,Kieth Bentley,Kieth_Bentley1691@cispeto.com,Male,S1-4-83,Core,32,FALSE,TRUE
237,S4-5-237,Physical Education,University of Connecticut,C_12,4,2:00 PM,Ethan Gregory,Ethan_Gregory2517@ubusive.com,Male,S2-6-863,Core,34,FALSE,TRUE
238,S3-9-238,Geography,Stony Brook University,C_3,3,5:00 PM,Lily Alcroft,Lily_Alcroft1727@deavo.com,Female,S4-4-706,Core,18,TRUE,FALSE
239,S1-1-239,Sociology,University of South Florida,C_18,1,5:00 PM,Daron Vollans,Daron_Vollans1357@eirey.tech,Male,S3-1-892,Interdisciplinary,28,FALSE,TRUE
240,S2-8-240,Instrumental Music,Purdue University,C_12,2,3:00 PM,Vanessa Lakey,Vanessa_Lakey3023@irrepsy.com,Female,S4-4-790,Core,57,TRUE,FALSE
241,S1-2-241,Leadership,The University of Tennessee,C_15,1,7:00 PM,Jacqueline Irving,Jacqueline_Irving4340@atink.com,Female,S2-10-787,Core,53,FALSE,FALSE
242,S2-4-242,Art,Arizona State University,C_17,2,2:00 PM,Doug Parker,Doug_Parker9122@deons.tech,Male,S3-10-764,Core,45,TRUE,TRUE
243,S3-5-243,Physical Education,University of California,C_15,3,12:00 AM,Kieth Driscoll,Kieth_Driscoll4370@grannar.com,Male,S1-1-905,Core,34,FALSE,TRUE
244,S4-1-244,Economics,The University of Tennessee,C_14,4,2:00 PM,Martin Cox,Martin_Cox8421@eirey.tech,Male,S2-5-84,Core,32,FALSE,TRUE
245,S1-3-245,Earth Science,University of Miami,C_16,1,9:00 AM,Alan Gibbons,Alan_Gibbons2042@guentu.biz,Male,S4-7-869,Core,45,TRUE,FALSE
246,S3-9-246,Ancient Civilizations,University of Rochester,C_13,3,4:00 PM,Kieth Cann,Kieth_Cann6315@twace.org,Male,S2-4-188,Core,38,TRUE,TRUE
247,S3-9-247,Economics,Lehigh University,C_18,3,3:00 PM,Colleen Waterson,Colleen_Waterson4492@irrepsy.com,Female,S3-5-472,Core,20,TRUE,FALSE
248,S2-8-248,Ecology,Columbia University,C_5,2,8:00 PM,Mike Morgan,Mike_Morgan128@grannar.com,Male,S2-3-18,Core,34,FALSE,TRUE
249,S3-4-249,Ecology,Boston College,C_18,3,1:00 PM,Carl Robinson,Carl_Robinson877@iatim.tech,Male,S3-9-948,Core,57,TRUE,TRUE
250,S4-6-250,Sociology,Iowa State University,C_10,4,6:00 PM,Sabrina Milner,Sabrina_Milner5576@grannar.com,Female,S1-3-128,Interdisciplinary,36,FALSE,FALSE
251,S4-9-251,Physical Education,George Washington University,C_3,4,4:00 PM,Josh Cowan,Josh_Cowan1750@twace.org,Male,S1-7-130,Interdisciplinary,49,TRUE,TRUE
252,S3-5-252,Geography,Princeton University,C_14,3,11:00 AM,Percy Shaw,Percy_Shaw8959@ovock.tech,Male,S4-8-404,Core,54,TRUE,FALSE
253,S2-1-253,Speech,University of Texas Dallas,C_13,2,3:00 PM,Daniel Sylvester,Daniel_Sylvester2827@tonsy.org,Male,S1-1-740,Interdisciplinary,48,FALSE,TRUE
254,S3-7-254,English IV,University of Kansas,C_2,3,10:00 AM,Lana Emmett,Lana_Emmett8918@elnee.tech,Female,S4-5-817,Core,30,FALSE,FALSE
255,S1-2-255,Ancient Civilizations,Princeton University,C_13,1,7:00 PM,Julian Wilton,Julian_Wilton907@famism.biz,Male,S2-6-484,Core,31,TRUE,FALSE
256,S1-7-256,Economics,Yale University,C_8,1,8:00 PM,Ron Nielson,Ron_Nielson6623@hourpy.biz,Male,S4-10-297,Core,52,FALSE,FALSE
257,S3-10-257,American Literature,Purdue University,C_4,3,5:00 PM,Isabella Leslie,Isabella_Leslie9334@jiman.org,Female,S3-10-784,Core,53,TRUE,TRUE
258,S1-4-258,Design and technology,Northeastern University,C_18,1,11:00 AM,Tara Roberts,Tara_Roberts1428@bauros.biz,Female,S1-1-193,Core,34,FALSE,FALSE
259,S1-4-259,Economics,University of North Carolina,C_3,1,7:00 PM,Irene Martin,Irene_Martin5567@corti.com,Female,S3-10-855,Core,24,TRUE,TRUE
260,S2-3-260,Language Arts,Rice University,C_1,2,3:00 PM,Angel Wood,Angel_Wood1340@deons.tech,Female,S3-1-405,Interdisciplinary,22,TRUE,FALSE
261,S1-7-261,Spanish,University of Minnesota,C_12,1,11:00 AM,Barry Ingham,Barry_Ingham1331@cispeto.com,Male,S1-3-729,Interdisciplinary,13,FALSE,FALSE
262,S3-9-262,Ecology,Boston University,C_6,3,7:00 PM,Percy Cox,Percy_Cox5818@grannar.com,Male,S2-1-17,Core,12,FALSE,TRUE
263,S2-1-263,Sociology,University of Colorado,C_11,2,4:00 PM,Rhea Wright,Rhea_Wright773@liret.org,Female,S4-7-891,Core,23,TRUE,TRUE
264,S4-5-264,LOGIC,University of South Florida,C_1,4,3:00 PM,Josephine Waterson,Josephine_Waterson2796@extex.org,Female,S1-6-955,Core,30,FALSE,FALSE
265,S1-10-265,Trigonometry,New York University,C_20,1,12:00 AM,Camila King,Camila_King7166@corti.com,Female,S3-3-205,Core,41,FALSE,TRUE
266,S3-4-266,Spanish,University of Southern California,C_20,3,10:00 AM,Nancy Higgs,Nancy_Higgs128@nimogy.biz,Female,S3-1-639,Core,41,TRUE,TRUE
267,S3-4-267,American Literature,Dartmouth College,C_20,3,6:00 PM,Teagan Thomas,Teagan_Thomas9492@sheye.org,Female,S2-7-282,Interdisciplinary,45,TRUE,TRUE
268,S1-4-268,Ancient Civilizations,University of Massachusetts Amherst,C_16,1,11:00 AM,Catherine Attwood,Catherine_Attwood5660@eirey.tech,Female,S1-6-976,Core,17,TRUE,FALSE
269,S3-7-269,Leadership,University of Virginia,C_13,3,4:00 PM,Chadwick Knight,Chadwick_Knight6438@nickia.com,Male,S3-2-883,Core,50,FALSE,FALSE
270,S1-5-270,Grammar,University of Virginia,C_15,1,4:00 PM,Brooklyn King,Brooklyn_King6758@atink.com,Female,S2-8-498,Core,55,TRUE,FALSE
271,S3-9-271,History,Northeastern University,C_12,3,1:00 PM,Tara Roberts,Tara_Roberts1428@bauros.biz,Female,S3-7-109,Optional,31,TRUE,FALSE
272,S3-1-272,Health,University of Washington,C_2,3,1:00 PM,Sebastian Morgan,Sebastian_Morgan5592@gembat.biz,Male,S4-2-100,Core,17,TRUE,TRUE
273,S2-4-273,Art,University of Hawai,C_9,2,1:00 PM,Tom Jeffery,Tom_Jeffery1588@nanoff.biz,Male,S2-10-376,Core,57,TRUE,TRUE
274,S2-6-274,Latin,University of Hawai,C_20,2,8:00 PM,Teagan Thomas,Teagan_Thomas9492@sheye.org,Female,S1-1-288,Core,55,TRUE,TRUE
275,S4-10-275,Geography,University of California,C_7,4,5:00 PM,Clarissa Michael,Clarissa_Michael4998@infotech44.tech,Female,S4-2-525,Core,57,TRUE,TRUE
276,S4-3-276,French,University of Pennsylvania,C_10,4,8:00 AM,Catherine Ashley,Catherine_Ashley2119@sheye.org,Female,S3-3-49,Core,21,TRUE,TRUE
277,S3-4-277,Economics,University of California,C_18,3,12:00 AM,Adelaide Cox,Adelaide_Cox4788@mafthy.com,Female,S3-10-673,Core,53,FALSE,TRUE
278,S3-10-278,Ancient Civilizations,University of California,C_17,3,11:00 AM,Bryon Haines,Bryon_Haines5237@kideod.biz,Male,S4-6-992,Core,20,FALSE,FALSE
279,S4-7-279,Language Arts,North Carolina State University,C_9,4,8:00 PM,Chris Chapman,Chris_Chapman5448@jiman.org,Male,S1-2-541,Core,26,TRUE,FALSE
280,S3-10-280,Instrumental Music,Oregon State University,C_11,3,9:00 AM,Logan Edmonds,Logan_Edmonds53@sveldo.biz,Male,S1-8-609,Interdisciplinary,45,TRUE,TRUE
281,S2-5-281,History,Cornell University,C_20,2,8:00 PM,Maribel Hammond,Maribel_Hammond3173@iatim.tech,Female,S1-7-490,Core,40,TRUE,FALSE
282,S2-7-282,American Literature,Washington State University,C_5,2,12:00 AM,Fred Lewis,Fred_Lewis5339@ubusive.com,Male,S1-1-791,Core,43,TRUE,TRUE
283,S1-9-283,German,Washington State University,C_12,1,6:00 PM,Clint Rowlands,Clint_Rowlands3822@fuliss.net,Male,S2-4-242,Interdisciplinary,24,FALSE,TRUE
284,S1-3-284,Design and technology,The University of Georgia,C_2,1,12:00 AM,Harvey Kelly,Harvey_Kelly5281@famism.biz,Male,S4-3-493,Core,33,TRUE,TRUE
285,S3-8-285,Science,University of Pennsylvania,C_1,3,4:00 PM,Nick Hall,Nick_Hall1250@deons.tech,Male,S1-2-551,Core,53,TRUE,TRUE
286,S1-2-286,Leadership,University of Maryland,C_7,1,11:00 AM,Ron Logan,Ron_Logan5488@extex.org,Male,S4-10-24,Core,54,FALSE,TRUE
287,S2-3-287,Dramatics,Oregon State University,C_6,2,5:00 PM,Tom Robertson,Tom_Robertson8356@kideod.biz,Male,S3-9-262,Core,42,FALSE,FALSE
288,S1-1-288,Earth Science,Columbia University,C_6,1,6:00 PM,Mike Dunbar,Mike_Dunbar8892@iatim.tech,Male,S2-10-674,Core,47,FALSE,TRUE
289,S3-3-289,Basic Math,Pennsylvania State University,C_9,3,12:00 AM,Luke Wade,Luke_Wade909@twace.org,Male,S2-6-937,Interdisciplinary,49,TRUE,FALSE
290,S3-4-290,Health,The Ohio State University,C_15,3,5:00 PM,Destiny Ingram,Destiny_Ingram3002@fuliss.net,Female,S3-10-654,Optional,30,TRUE,TRUE
291,S3-2-291,Handwriting,Dartmouth College,C_12,3,7:00 PM,Daria Pope,Daria_Pope4852@gembat.biz,Female,S4-7-806,Core,54,FALSE,FALSE
292,S4-3-292,Art,Princeton University,C_13,4,4:00 PM,Karla Vollans,Karla_Vollans4542@sveldo.biz,Female,S2-10-376,Core,37,FALSE,TRUE
293,S3-5-293,Mathematics,Columbia University,C_15,3,4:00 PM,Logan Hancock,Logan_Hancock8459@vetan.org,Male,S2-1-625,Optional,36,TRUE,FALSE
294,S3-8-294,Spanish,Duke University,C_12,3,8:00 AM,Crystal Baker,Crystal_Baker8443@hourpy.biz,Female,S3-1-422,Core,27,TRUE,TRUE
295,S1-5-295,Physical Education,Rutgers University - New Brunswick,C_4,1,6:00 PM,Kassandra Hopkinson,Kassandra_Hopkinson5172@sheye.org,Female,S4-1-341,Core,24,TRUE,FALSE
296,S2-10-296,Handwriting,Iowa State University,C_12,2,11:00 AM,Owen Sanchez,Owen_Sanchez23@cispeto.com,Male,S1-10-304,Core,27,TRUE,TRUE
297,S4-10-297,Spanish,Texas A&M University,C_20,4,7:00 PM,Tony Slater,Tony_Slater4313@ovock.tech,Male,S3-10-764,Core,27,TRUE,FALSE
298,S2-9-298,Latin,University of Washington,C_13,2,6:00 PM,Camellia Reynolds,Camellia_Reynolds9561@grannar.com,Female,S3-8-300,Core,20,FALSE,FALSE
299,S2-10-299,Modern Literature,University of Wisconsin-Madison,C_13,2,12:00 AM,Joseph Roberts,Joseph_Roberts301@dionrab.com,Male,S3-4-926,Core,55,TRUE,TRUE
300,S3-8-300,Accounting,Boston College,C_1,3,7:00 PM,Manuel Leigh,Manuel_Leigh1301@eirey.tech,Male,S2-7-583,Core,36,TRUE,TRUE
301,S4-7-301,Music,Northeastern University,C_17,4,3:00 PM,Domenic Saunders,Domenic_Saunders2819@qater.org,Male,S2-3-31,Optional,57,TRUE,TRUE
302,S4-10-302,Spanish,University of Delaware,C_4,4,8:00 AM,Tyson Norris,Tyson_Norris1403@jiman.org,Male,S3-10-894,Core,20,FALSE,TRUE
303,S1-8-303,Sociology,Iowa State University,C_12,1,6:00 PM,Alex Murray,Alex_Murray9509@twipet.com,Female,S3-8-911,Core,27,TRUE,FALSE
304,S1-10-304,Handwriting,Massachusets Institute of Technology,C_12,1,5:00 PM,Sarah Murray,Sarah_Murray8263@gmail.com,Female,S1-7-703,Core,20,TRUE,FALSE
305,S4-7-305,Resource Program,University of Pittsburgh,C_6,4,5:00 PM,Boris Warren,Boris_Warren893@atink.com,Male,S4-5-804,Core,33,FALSE,FALSE
306,S1-9-306,Ecology,University of Notre Dame,C_6,1,8:00 PM,Hayden Bright,Hayden_Bright8031@extex.org,Female,S4-4-898,Interdisciplinary,40,FALSE,TRUE
307,S2-5-307,Mathematics,Clark University,C_5,2,5:00 PM,Owen Ralph,Owen_Ralph4431@womeona.net,Male,S3-7-71,Core,48,TRUE,FALSE
308,S2-9-308,Physical Education,Vanderbilt University,C_3,2,11:00 AM,Bob Aldridge,Bob_Aldridge9526@corti.com,Male,S4-8-141,Core,37,TRUE,TRUE
309,S2-7-309,French,University of Maryland,C_2,2,5:00 PM,Percy Rosenbloom,Percy_Rosenbloom3272@twace.org,Male,S1-2-750,Interdisciplinary,25,FALSE,FALSE
310,S4-6-310,Basic Math,University of Vermont,C_12,4,5:00 PM,Erica Fisher,Erica_Fisher2774@gmail.com,Female,S3-9-872,Interdisciplinary,36,TRUE,FALSE
311,S3-6-311,Latin,University of Pittsburgh,C_4,3,3:00 PM,Mya Jones,Mya_Jones1381@deons.tech,Female,S4-3-907,Optional,16,FALSE,TRUE
312,S4-8-312,Speech,University of Vermont,C_17,4,3:00 PM,Mark Stevens,Mark_Stevens9529@sveldo.biz,Male,S4-10-438,Core,37,FALSE,TRUE
313,S3-4-313,LOGIC,The Katz School at Yeshiva University,C_16,3,3:00 PM,Rick Ainsworth,Rick_Ainsworth997@yahoo.com,Male,S3-10-784,Core,23,FALSE,TRUE
314,S2-10-314,Spanish,Georgia Institute of Technology,C_6,2,1:00 PM,Naomi Kirby,Naomi_Kirby7457@deavo.com,Female,S4-2-111,Core,28,TRUE,TRUE
315,S3-5-315,Dramatics,University of Minnesota,C_9,3,3:00 PM,Tyson Allen,Tyson_Allen5720@ubusive.com,Male,S4-5-804,Core,35,FALSE,FALSE
316,S1-3-316,Dramatics,Vanderbilt University,C_16,1,9:00 AM,Denis Russel,Denis_Russel5434@corti.com,Male,S1-4-268,Core,28,FALSE,TRUE
317,S1-9-317,Language Arts,The Ohio State University,C_15,1,12:00 AM,Kurt Mann,Kurt_Mann1335@nickia.com,Male,S1-4-501,Core,29,TRUE,FALSE
